key,carte,shape,image,text_fr,text_en,desc_fr,desc_en,example_fr,example_en,latin,proverbe,link_fr,link_en
3.1.1.1.2,,circle,,Appel à la coïncidence,,,,,,,,https://en.wikipedia.org/wiki/Slothful_induction,
3.1.1.2,,circle,,Cueillette de cerises,,,,,,,,https://fr.wikipedia.org/wiki/Cueillette_de_cerises,
3.1.1.2.1,,circle,,Détail trompeur (Sophisme Volvo),,,,,,,,https://en.wikipedia.org/wiki/Misleading_vividness,
3.1.1.2.2,,circle,,Sophisme de l'apex,,,,,,,,http://rationalwiki.org/wiki/Apex_fallacy,
3.1.1.2.2.1,,circle,,Cueillette des noix,,,,,,,,http://rationalwiki.org/wiki/Nutpicking,
3.1.1.2.3,,circle,,Biais de représentativité,,,,,,,,https://fr.wikipedia.org/wiki/Biais_de_repr%C3%A9sentativit%C3%A9,
3.1.1.2.4,,circle,,Biais des survivants,,,,,,,,https://en.wikipedia.org/wiki/Survivorship_bias,
3.1.1.2.4.1,,circle,,Sophisme du toupée,,,,,,,,http://rationalwiki.org/wiki/Toupee_fallacy,
3.1.1.2.5,,circle,,Sophisme d'exclusion,,,,,,,,http://www.onegoodmove.org/fallacy/exclus.htm,
3.1.2,,circle,,Secundum quid,,,,,,,,https://en.wikipedia.org/wiki/Secundum_quid,
3.1.2.1,,circle,,Accident / Détruire l'exception (a Dicto simpliciter),,,,,,,,https://en.wikipedia.org/wiki/Accident_(fallacy),
3.1.2.1.1,,circle,,Sophisme du vrai écossais,,,,,,,,68579d55-d8d2-49ea-9347-5faf4881baca,
3.1.2.2,,circle,,Accident Converse (généraliser l'exception),,,,,,,,https://en.wikipedia.org/wiki/Converse_accident,
3.1.2.3,,circle,,Généralisation excessive,,,,,,,,,
3.1.2.3.1,,circle,,Stéréotype,,,,,,,,https://www.logicallyfallacious.com/tools/lp/Bo/LogicalFallacies/167/Stereotyping,
3.1.2.4,,circle,,Exception écrasante,,,,,,,,https://en.wikipedia.org/wiki/Overwhelming_exception,
3.1.3,,circle,,Sophismes de transférence illicite,,,,,,,,https://en.wikipedia.org/wiki/Fallacies_of_illicit_transference,
3.1.3.1,,circle,,Sophisme de composition,,,,,,,,https://fr.wikipedia.org/wiki/Sophisme_de_composition,
3.1.3.1.1,,circle,,Théorie de la récapitulation,,,,,,,,https://fr.wikipedia.org/wiki/Th%C3%A9orie_de_la_r%C3%A9capitulation,
3.1.3.1.2,,circle,,Sophisme métonymique/synecdotique,,,,,,,,http://www.cs.oswego.edu/~blue/xhx/books/semiotics/glossaryM/section111/main.html,
3.1.3.2,,circle,,Sophisme de division,,,,,,,,https://en.wikipedia.org/wiki/Fallacy_of_division,
3.1.3.2.1,,circle,,Sophisme écologique,,,,,,,,https://en.wikipedia.org/wiki/Ecological_fallacy,
3.1.3.2.1.1,,circle,,Paradoxe de simpson,,,,,,,,https://fr.wikipedia.org/wiki/Paradoxe_de_Simpson,
3.1.3.2.1.2,,circle,,Moyenne et médiane,,,,,,,,https://en.wikipedia.org/wiki/Ecological_fallacy#Mean_and_median,
3.1.3.2.1.3,,circle,,Moyenne de groupe et totale,,,,,,,,https://en.wikipedia.org/wiki/Ecological_fallacy#Group_and_total_averages,
3.1.3.2.1.4,,circle,,Correlations individuelles et agrégats,,,,,,,,https://en.wikipedia.org/wiki/Ecological_fallacy#Individual_and_aggregate_correlations,
3.1.3.2.2,,circle,,Réductionisme glouton,,,,,,,,https://en.wikipedia.org/wiki/Greedy_reductionism,
3.2,,circle,,Représentation abusive,,,,,,,,https://fr.wikipedia.org/wiki/R%C3%A9gression_fallacieuse,
3.2.1,,circle,,Relation infondée,,,,,,,,https://en.wikipedia.org/wiki/Spurious_relationship,
3.2.1.1,,circle,,Cum Hoc Ergo Propter Hoc,,,,,,,,4ecfbf5e-71a9-451e-ada7-25e235d656af,
3.2.1.2,,circle,,Post Hoc Ergo Propter Hoc,,,,,,,,78eafdf3-71ee-4032-a926-faf16637fc1d,
3.2.1.3,,circle,,Sophisme de regression,,,,,,,,http://www.fallacyfiles.org/regressf.html,
3.2.1.4,,circle,,Post désignation,,,,,,,,https://www.logicallyfallacious.com/tools/lp/Bo/LogicalFallacies/142/Post-Designation,
3.2.1.4.1,,circle,,Tireur d'élite texan,,,,,,,,https://fr.wikipedia.org/wiki/Sophisme_du_tireur_d%27%C3%A9lite_texan,
3.2.1.4.2,,circle,,Comparaisons multiples,,,,,,,,http://www.fallacyfiles.org/multcomp.html,
3.2.1.4.3,,circle,,Argument chausse-pied,,,,,,,,https://www.logicallyfallacious.com/tools/lp/Bo/LogicalFallacies/161/Shoehorning,
3.2.1.4.4,,circle,,Statistiques occultes,,,,,,,,http://skepdic.com/occultstats.html,
3.2.2,,circle,,Sophismes probabilistes,,,,,,,,http://www.fallacyfiles.org/probfall.html,
3.2.2.1,,circle,,Manipulation des probabilités,,,,,,,,https://en.wikipedia.org/wiki/Appeal_to_probability,
3.2.2.1.1,,circle,,Au cas où,,,,,,,,https://www.logicallyfallacious.com/tools/lp/Bo/LogicalFallacies/116/Just-In-Case-Fallacy,
3.2.2.2,,circle,,Probabilités conditionnelles,,,,,,,,,
3.2.2.2.1,,circle,,Oubli de la fréquence de base,,,,,,,,https://fr.wikipedia.org/wiki/Oubli_de_la_fr%C3%A9quence_de_base,
3.2.2.2.2,,circle,,Argument de l'apocalypse,,,,,,,,https://fr.wikipedia.org/wiki/Argument_de_l%27apocalypse,
3.2.2.2.3,,circle,,sophisme du procureur,,,,,,,,https://fr.wikipedia.org/wiki/Sophisme_du_procureur,
3.2.2.2.4,,circle,,Confusion de l'inverse,,,,,,,,https://en.wikipedia.org/wiki/Confusion_of_the_inverse,
3.2.2.3,,circle,,La ruine du parieur,,,,,,,,https://en.wikipedia.org/wiki/Gambler%27s_ruin,
3.2.2.3.1,,circle,,La main chaude,,,,,,,,http://www.fallacyfiles.org/hothandf.html,
3.2.2.3.2,,circle,,Erreur du parieur,,,,,,,,https://fr.wikipedia.org/wiki/Erreur_du_parieur,
3.2.2.3.3,,circle,,Erreur du parrieur inverse,,,,,,,,https://en.wikipedia.org/wiki/Inverse_gambler%27s_fallacy,
3.2.2.3.4,,circle,,Vanité du parieur,,,,,,,,https://en.wikipedia.org/wiki/Gambler%27s_conceit,
3.2.3,,circle,,Argument de la régression,,,,,,,,https://fr.wikipedia.org/wiki/Argument_de_la_r%C3%A9gression,
3.2.3.1,,circle,,Atomisation du Continuum,,,,,,,,https://en.wikipedia.org/wiki/Continuum_fallacy,
3.2.3.1.1,,circle,,Argument de la barbe,,,,,,,,https://www.logicallyfallacious.com/tools/lp/Bo/LogicalFallacies/58/Argument-of-the-Beard,
3.2.3.2,,circle,,Hypothèse de l'homoncule,,,,,,,,https://fr.wikipedia.org/wiki/Hypoth%C3%A8se_de_l%27homoncule,
3.3,,circle,,Calcul invalide,,,,,,,,,
3.3.1,,circle,,Imprécision,,,,,,,,http://www.fallacyfiles.org/vaguenes.html,
3.3.1.1,,circle,,Fausse précision,,,,,,,,https://en.wikipedia.org/wiki/False_precision,
3.3.1.1.1,,circle,,Manipuler les statistiques,,,,,,,,https://www.logicallyfallacious.com/tools/lp/Bo/LogicalFallacies/122/Lying-with-Statistics,
3.3.1.2,,circle,,Faux équilibre,,,,,,,,https://en.wikipedia.org/wiki/False_balance,
3.3.1.2.1,,circle,,Inflation du conflit,,,,,,,,https://www.logicallyfallacious.com/tools/lp/Bo/LogicalFallacies/113/Inflation-of-Conflict,
3.3.1.2.2,,circle,,Juste milieu,,,,,,,,https://en.wikipedia.org/wiki/Argument_to_moderation,
3.3.1.2.2.1,,circle,,Design par comité,,,,,,,,https://en.wikipedia.org/wiki/Design_by_committee,
3.3.1.2.3,,circle,,Coup de projecteur,,,,,,,,https://www.logicallyfallacious.com/tools/lp/Bo/LogicalFallacies/165/Spotlight-Fallacy,
3.3.1.2.4,,circle,,Sophisme de la vitre cassée,,,,,,,,https://fr.wikipedia.org/wiki/Sophisme_de_la_vitre_cass%C3%A9e,
3.3.1.3,,circle,,Appel aux extrèmes,,,,,,,,https://www.logicallyfallacious.com/tools/lp/Bo/LogicalFallacies/30/Appeal-to-Extremes,
3.3.1.3.1,,circle,,Pente glissante,,,,,,,,https://fr.wikipedia.org/wiki/Pente_savonneuse,
3.3.1.3.2,,circle,,L'abus n'exclut pas l'usage (Abusus non tollit usum),,,,,,,,http://www.locutio.net/locutio/modules.php?name=Encyclopedia&op=content&tid=6663,
3.3.1.3.3,,circle,,Hypothèse non plausible,,,,,,,,https://www.logicallyfallacious.com/tools/lp/Bo/LogicalFallacies/117/Least-Plausible-Hypothesis,
3.3.2,,circle,,Erreur de calcul,,,,,,,,,
3.3.2.1,,circle,,Double compte,,,,,,,,https://en.wikipedia.org/wiki/Double_counting_(fallacy),
3.3.2.2,,circle,,Paradoxes,,,,,,,,https://en.wikipedia.org/wiki/List_of_paradoxes,
3.3.2.2.1,,circle,,Dollar manquant,,,,,,,,https://fr.wikipedia.org/wiki/%C3%89nigme_du_dollar_manquant,
3.3.2.2.2,,circle,,les deux enveloppes,,,,,,,,https://fr.wikipedia.org/wiki/Paradoxe_des_deux_enveloppes,
3.3.2.2.3,,circle,,Paradoxe du cellophane,,,,,,,,https://en.wikipedia.org/wiki/Cellophane_paradox,
3.3.2.2.4,,circle,,Paradoxe de Russell,,,,,,,,http://rationalwiki.org/wiki/Russell%27s_paradox,
3.3.2.2.5,,circle,,Phénomène de Rogers,,,,,,,,https://fr.wikipedia.org/wiki/Ph%C3%A9nom%C3%A8ne_de_Rogers,
3.3.2.3,,circle,,Erreur numérique,,,,,,,,https://en.wikipedia.org/wiki/Numerical_error,
3.3.3,,circle,,Mauvaise application d'une règle,,,,,,,,,
3.3.3.1,,circle,,Sophismes mathématiques,,,,,,,,https://en.wikipedia.org/wiki/Mathematical_fallacy,
3.3.3.1.1,,circle,,Division par zéro,,,,,,,,http://mathworld.wolfram.com/Fallacy.html,
3.3.3.1.2,,circle,,Pseudo démonstrations,,,,,,,,https://fr.wikipedia.org/wiki/Pseudo-d%C3%A9monstration_d%27%C3%A9galit%C3%A9_entre_nombres,
3.3.3.2,,circle,,Mauvaise application d'une notation,,,,,,,,,
3.3.3.3,,circle,,Pseudoscience,,,,,,,,http://skepdic.com/pseudosc.html,
4,,square,,Erreur logique,,,,,,,,,
4.1,,circle,,Causalité douteuse,,,,,,,,http://www.nizkor.org/features/fallacies/questionable-cause.html,
4.1.1,,circle,,Pétition de principe,,,,,,,,https://fr.wikipedia.org/wiki/P%C3%A9tition_de_principe,
4.1.1.1,,circle,,Argument circulaire (Circulus in demonstrando),,,,,,,,https://fr.wikipedia.org/wiki/Argument_circulaire,
4.1.1.2,,circle,,Compliquer les questions,,,,,,,,22f4110b-d415-4de9-b0b8-eb2d1253a891,
4.1.1.3,,circle,,Ignoratio elenchi,,,,,,,,e535e268-c962-4d76-b6f0-6cf9dbc3e2ba,
4.1.1.4,,circle,,Analogie à pétition de principe,,,,,,,,a11de021-40ca-4459-a002-9b1b485610a1,
4.1.1.5,,circle,,Support subverti,,,,,,,,https://www.logicallyfallacious.com/tools/lp/Bo/LogicalFallacies/172/Subverted-Support,
4.1.1.6,,circle,,Pente glissante (causale),,,,,,,,www.fallacyfiles.org/slipslop.html#Causal,
4.1.2,,circle,,Mauvaise direction,,,,,,,,https://en.wikipedia.org/wiki/Wrong_direction,
4.1.2.1,,circle,,Affirmation du conséquent,,,,,,,,https://fr.wikipedia.org/wiki/Affirmation_du_cons%C3%A9quent,
4.1.2.1.1,,circle,,Sophisme de Van Gogh,,,,,,,,https://en.wikipedia.org/wiki/Van_Gogh_fallacy,
4.1.2.2,,circle,,Confondre cause nécesssaire et suffisante,,,,,,,,http://www.bargain-storage.com/uploads/9/8/7/4/9874916/attacking.faulty.reasoning.a.practical.guide.to.fallacyfree.arguments.pdf#page=190,
4.1.2.3,,circle,,Confondre la cause et l'effet,,,,,,,,http://www.bargain-storage.com/uploads/9/8/7/4/9874916/attacking.faulty.reasoning.a.practical.guide.to.fallacyfree.arguments.pdf#page=195,
4.1.2.4,,circle,,Guérir le mal par le mal,,,,,,,,https://fr.wikipedia.org/wiki/Two_wrongs_make_a_right,
4.1.2.4.1,,circle,,Tu Quoque,,,,,,,,c171b494-27ba-459f-aaad-88d28d64a1f6,
4.1.2.4.2,,circle,,Cause rétrogressive,,,,,,,,https://www.logicallyfallacious.com/tools/lp/Bo/LogicalFallacies/156/Retrogressive-Causation,
4.1.2.4.2.1,,circle,,Boire pour oublier,,,,,,,,https://fr.wiktionary.org/wiki/L%C3%A9th%C3%A9,
4.1.2.5,,circle,,Sophismes du parieur,,,,,,,,,
4.1.2.6,,circle,,Effet Pangloss,,,,,,,,https://cortecs.org/materiel/effet-pangloss-ou-les-dangers-des-raisonnements-a-rebours/,
4.1.3,,circle,,Confondre causalité et corrélation,,,,,,,,https://en.wikipedia.org/wiki/Correlation_does_not_imply_causation,
4.1.3.1,,circle,,Réductionisme causal,,,,,,,,https://www.logicallyfallacious.com/tools/lp/Bo/LogicalFallacies/64/Causal-Reductionism,
4.1.3.1.1,,circle,,Cause unique (complexe),,,,,,,,https://fr.wikipedia.org/wiki/Sophisme_de_la_cause_unique,
4.1.3.1.1.1,,circle,,Négation de l'antécédent,,,,,,,,https://fr.wikipedia.org/wiki/N%C3%A9gation_de_l%27ant%C3%A9c%C3%A9dent,
4.1.3.1.2,,circle,,Simplification causale abusive,,,,,,,,http://www.bargain-storage.com/uploads/9/8/7/4/9874916/attacking.faulty.reasoning.a.practical.guide.to.fallacyfree.arguments.pdf#page=191,
4.1.3.2,,circle,,Ignorer la cause commune (effet conjoint),,,,,,,,https://en.wikipedia.org/wiki/Third-cause_fallacy,
4.1.3.3,,circle,,Cum Hoc Ergo Propter Hoc,,,,,,,,https://fr.wikipedia.org/wiki/Cum_hoc_ergo_propter_hoc,
4.1.3.4,,circle,,Post Hoc Ergo Propter Hoc,,,,,,,,https://fr.wikipedia.org/wiki/Post_hoc_ergo_propter_hoc,
4.2,,circle,,Mauvaise catégorisation,,,,,,,,,
4.2.1,,circle,,Propositionnel,,,,,,,,http://www.fallacyfiles.org/propfall.html,
4.2.1.1,,circle,,Affirmation du conséquent,,,,,,,,1d890b03-f88c-488a-8e75-b8a883876007,
4.2.1.2,,circle,,Négation de l'antécédent,,,,,,,,2f446bcc-dfc6-4741-aebc-7bdfbced643d,
4.2.1.3,,circle,,Transposition impropre,,,,,,,,http://www.fallacyfiles.org/imptrans.html,
4.2.1.4,,circle,,Commutation des conditionnelles,,,,,,,,http://www.fallacyfiles.org/commcond.html,
4.2.1.5,,circle,,L'un n'empèche pas l'autre,,,,,,,,,
4.2.1.5.1,,circle,,Affirmation d'une disjonction,,,,,,,,https://fr.wikipedia.org/wiki/Affirmation_d%27une_disjonction,
4.2.1.5.2,,circle,,Déni de conjonction,,,,,,,,http://www.fallacyfiles.org/denyconj.html,
4.2.2,,circle,,Quantification,,,,,,,,http://www.fallacyfiles.org/quanfall.html,
4.2.2.1,,circle,,Glissement du quantiticateur,,,,,,,,https://en.wikipedia.org/wiki/Quantifier_shift,
4.2.2.2,,circle,,Suppression du quantificateur,,,,,,,,http://www.ditext.com/fearnside/41.html,
4.2.2.3,,circle,,Preuve par l'exemple,,,,,,,,https://en.wikipedia.org/wiki/Proof_by_example,
4.2.2.4,,circle,,Conversion illicite,,,,,,,,http://www.fallacyfiles.org/illiconv.html,
4.2.2.5,,circle,,Contraposition illicite,,,,,,,,https://www.logicallyfallacious.com/tools/lp/Bo/LogicalFallacies/108/Illicit-Contraposition,
4.2.2.6,,circle,,sophisme existentiel,,,,,,,,https://en.wikipedia.org/wiki/Existential_fallacy,
4.2.3,,circle,,Modale,,,,,,,,http://www.fallacyfiles.org/modalfal.html,
4.2.3.1,,circle,,Sophisme de portée modale,,,,,,,,http://www.fallacyfiles.org/modlscop.html,
4.2.3.2,,circle,,Alethique (possibilité vs nécessité),,,,,,,,,
4.2.3.3,,circle,,Temporale (passé vs futur),,,,,,,,,
4.2.3.4,,circle,,Déontique (devoir vs permission),,,,,,,,,
4.2.3.5,,circle,,Epistémique (connaissance vs croyance),,,,,,,,,
4.2.3.5.1,,circle,,Homme masqué,,,,,,,,https://en.wikipedia.org/wiki/Masked-man_fallacy,
4.3,,circle,,Mauvaise déduction,,,,,,,,,
4.3.1,,circle,,Conclusion hâtive,,,,,,,,https://en.wikipedia.org/wiki/Jumping_to_conclusions,
4.3.1.1,,circle,,Prémisses non pertinentes,,,,,,,,http://www.bargain-storage.com/uploads/9/8/7/4/9874916/attacking.faulty.reasoning.a.practical.guide.to.fallacyfree.arguments.pdf#page=106,
4.3.1.1.1,,circle,,Sophisme génétique,,,,,,,,http://www.bargain-storage.com/uploads/9/8/7/4/9874916/attacking.faulty.reasoning.a.practical.guide.to.fallacyfree.arguments.pdf#page=112,
4.3.1.1.2,,circle,,Rationalisation (Trouver des excuses),,,,,,,,https://www.logicallyfallacious.com/tools/lp/Bo/LogicalFallacies/149/Rationalization,
4.3.1.1.2.1,,circle,,Hypothèse farfelue,,,,,,,,https://www.logicallyfallacious.com/tools/lp/Bo/LogicalFallacies/96/Far-Fetched-Hypothesis,
4.3.1.1.2.1.1,,circle,,Familiarité étonante,,,,,,,,http://www.don-lindsay-archive.org/skeptic/arguments.html#familiarity,
4.3.1.1.3,,circle,,Tirer les mauvaises conclusions,,,,,,,,http://www.bargain-storage.com/uploads/9/8/7/4/9874916/attacking.faulty.reasoning.a.practical.guide.to.fallacyfree.arguments.pdf#page=110,
4.3.1.1.4,,circle,,Donner de mauvaises raisons,,,,,,,,http://www.bargain-storage.com/uploads/9/8/7/4/9874916/attacking.faulty.reasoning.a.practical.guide.to.fallacyfree.arguments.pdf#page=112,
4.3.1.2,,circle,,fausse équivalance,,,,,,,,https://en.wikipedia.org/wiki/False_equivalence,
4.3.1.3,,circle,,Saut de foi,,,,,,,,https://en.wikipedia.org/wiki/Leap_of_faith,
4.3.1.4,,circle,,Sophisme du faisceau de preuves,,,,,,,,https://cortecs.org/wp-content/uploads/2010/11/CorteX_Monvoisin_these_didactique_esprit_critique.pdf#page=244,
4.3.2,,circle,,Inconsistence,,,,,,,,https://www.logicallyfallacious.com/tools/lp/Bo/LogicalFallacies/112/Inconsistency,
4.3.2.1,,circle,,Premisses incompatibles,,,,,,,,http://www.bargain-storage.com/uploads/9/8/7/4/9874916/attacking.faulty.reasoning.a.practical.guide.to.fallacyfree.arguments.pdf#page=85,
4.3.2.1.1,,circle,,Concept volé,,,,,,,,https://www.logicallyfallacious.com/tools/lp/Bo/LogicalFallacies/168/Stolen-Concept-Fallacy,
4.3.2.2,,circle,,Contradiction interne,,,,,,,,http://www.don-lindsay-archive.org/skeptic/arguments.html#contradiction,
4.3.2.2.1,,circle,,Logique du chaudron (kettle logic),,,,,,,,https://fr.wikipedia.org/wiki/Logique_du_chaudron,
4.3.2.3,,circle,,Contradiction entre prémisse et conclusion,,,,,,,,http://www.bargain-storage.com/uploads/9/8/7/4/9874916/attacking.faulty.reasoning.a.practical.guide.to.fallacyfree.arguments.pdf#page=87,
4.3.3,,circle,,Sophismes syllogistiques,,,,,,,,http://www.fallacyfiles.org/syllfall.html,
4.3.3.1,,circle,,Conclusion affirmative à partir de premisse négative,,,,,,,,https://en.wikipedia.org/wiki/Affirmative_conclusion_from_a_negative_premise,
4.3.3.2,,circle,,Conclusion négative à partir de premisses affirmatives,,,,,,,,https://en.wikipedia.org/wiki/Negative_conclusion_from_affirmative_premises,
4.3.3.3,,circle,,Quaternio terminorum,,,,,,,,https://fr.wikipedia.org/wiki/Quaternio_terminorum,
4.3.3.4,,circle,,Enthymême,,,,,,,,http://rationalwiki.org/wiki/Enthymeme,
4.3.3.4.1,,circle,,Prémisse implicite (présuposé, Audiatur et altera pars),,,,,,,,https://infidels.org/library/modern/mathew/logic.html#alterapars,
4.3.3.5,,circle,,Milieu non distribué,,,,,,,,https://en.wikipedia.org/wiki/Fallacy_of_the_undistributed_middle,
4.3.3.5.1,,circle,,Syllogisme du politicien,,,,,,,,https://en.wikipedia.org/wiki/Politician%27s_syllogism,
4.3.3.6,,circle,,Prémisses exclusives,,,,,,,,https://en.wikipedia.org/wiki/Fallacy_of_exclusive_premises,
4.3.3.7,,circle,,Processus illicite,,,,,,,,http://www.fallacyfiles.org/illicitp.html,
4.3.3.7.1,,circle,,Clause Majeure incorrecte,,,,,,,,https://en.wikipedia.org/wiki/Illicit_major,
4.3.3.7.2,,circle,,Clause Mineure incorrecte,,,,,,,,https://en.wikipedia.org/wiki/Illicit_minor,
4.3.3.8,,circle,,Distribution illicite d'une conclusion,,,,,,,,http://www.bargain-storage.com/uploads/9/8/7/4/9874916/attacking.faulty.reasoning.a.practical.guide.to.fallacyfree.arguments.pdf#page=98,
5,,square,,Erreur de langue,,,,,,,,,
5.1,,circle,,Mauvaise définition,,,,,,,,https://en.wikipedia.org/wiki/Fallacies_of_definition,
5.1.1,,circle,,Définition vague,,,,,,,,http://www.ditext.com/fearnside/10.html,
5.1.1.1,,circle,,Défaut d'élucidation (Obscurum per Obscurius),,,,,,,,https://www.logicallyfallacious.com/tools/lp/Bo/LogicalFallacies/85/Failure_to_Elucidate,
5.1.1.2,,circle,,Indéfinissabilité (pari de Loki),,,,,,,,https://en.wikipedia.org/wiki/Loki%27s_Wager,
5.1.2,,circle,,Définition arbitraire,,,,,,,,https://fr.wikipedia.org/wiki/Arbitraire,
5.1.2.1,,circle,,Incongruité,,,,,,,,https://en.wikipedia.org/wiki/Fallacies_of_definition#Incongruity:_overly_broad_or_narrow,
5.1.2.1.1,,circle,,Trop large,,,,,,,,http://www.onegoodmove.org/fallacy/broad.htm,
5.1.2.1.2,,circle,,Trop restrictive,,,,,,,,http://www.onegoodmove.org/fallacy/narrow.htm,
5.1.2.2,,circle,,Sophismes de correlative,,,,,,,,https://en.wikipedia.org/wiki/Correlative-based_fallacies,
5.1.2.2.1,,circle,,Contraste perdu,,,,,,,,https://en.wikipedia.org/wiki/Suppressed_correlative,
5.1.2.2.2,,circle,,Deni de correlative,,,,,,,,https://en.wikipedia.org/wiki/Denying_the_correlative,
5.1.2.2.3,,circle,,Sophisme du vrai écossais,,,,,,,,https://fr.wikipedia.org/wiki/Sophisme_du_vrai_%C3%89cossais,
5.1.2.2.4,,circle,,Faux choix,,,,,,,,https://fr.wikipedia.org/wiki/Faux_dilemme,
5.1.2.2.4.1,,circle,,A court ou long terme,,,,,,,,http://www.don-lindsay-archive.org/skeptic/arguments.html#short,
5.1.2.2.4.2,,circle,,Sophismes philosophique,,,,,,,,http://www.springer.com/us/book/9783319207827,
5.1.2.2.4.3,,circle,,Vous êtes avec nous ou contre nous,,,,,,,,https://fr.wikipedia.org/wiki/Ou_vous_%C3%AAtes_avec_nous,_ou_vous_%C3%AAtes_contre_nous,
5.1.2.2.5,,circle,,Solution parfaite,,,,,,,,31174ebd-fe84-4dbc-87ba-ee9a6541a04a,
5.1.2.3,,circle,,Définition persuasive,,,,,,,,c23499f5-5197-4811-8d1f-8969b2cdef4b,
5.1.3,,circle,,Définition invalide,,,,,,,,,
5.1.3.1,,circle,,Conditions conflictuelles,,,,,,,,https://www.logicallyfallacious.com/tools/lp/Bo/LogicalFallacies/70/Conflicting-Conditions,
5.1.3.1.1,,circle,,Concept volé,,,,,,,,https://www.logicallyfallacious.com/tools/lp/Bo/LogicalFallacies/168/Stolen-Concept-Fallacy,
5.1.3.2,,circle,,Définition Circulaire,,,,,,,,http://rationalwiki.org/wiki/Circular_reasoning,
5.1.3.2.1,,circle,,Argument du dictionaire,,,,,,,,http://rationalwiki.org/wiki/Argumentum_ad_dictionarium,
5.1.3.2.2,,circle,,Sophisme définiste,,,,,,,,https://en.wikipedia.org/wiki/Definist_fallacy,
5.2,,circle,,Comparaison fallacieuse,,,,,,,,,
5.2.1,,circle,,Comparaison fautive,,,,,,,,https://www.logicallyfallacious.com/tools/lp/Bo/LogicalFallacies/97/Faulty-Comparison,
5.2.1.1,,circle,,Comparaison incomplète,,,,,,,,https://en.wikipedia.org/wiki/Incomplete_comparison,
5.2.1.2,,circle,,Classification non exclusive,,,,,,,,http://www.ditext.com/fearnside/8.html#b,
5.2.1.3,,circle,,Comparaison inconsistante,,,,,,,,https://en.wikipedia.org/wiki/Inconsistent_comparison,
5.2.1.4,,circle,,Distinction sans différence,,,,,,,,https://www.logicallyfallacious.com/tools/lp/Bo/LogicalFallacies/80/Distinction-Without-a-Difference,
5.2.2,,circle,,Fausse analogie,,,,,,,,https://en.wikipedia.org/wiki/Argument_from_analogy#False_analogy,
5.2.2.1,,circle,,Analogie à pétition de principe,,,,,,,,http://www.fallacyfiles.org/qbanalog.html,
5.2.2.2,,circle,,Analogies étendue,,,,,,,,https://www.logicallyfallacious.com/tools/lp/Bo/LogicalFallacies/84/Extended-Analogy,
5.2.2.3,,circle,,Argument de la similarité fallacieuse,,,,,,,,http://www.don-lindsay-archive.org/skeptic/arguments.html#similarity,
5.2.2.4,,circle,,Fausse équivalence,,,,,,,,https://en.wikipedia.org/wiki/False_equivalence,
5.2.3,,circle,,Sophisme par association,,,,,,,,https://fr.wikipedia.org/wiki/Sophisme_par_association,
5.2.3.1,,circle,,Amalgame,,,,,,,,https://fr.wikipedia.org/wiki/Amalgame_(communication),
5.3,,circle,,Ambiguité,,,,,,,,https://www.logicallyfallacious.com/tools/lp/Bo/LogicalFallacies/17/Ambiguity-Fallacy,
5.3.1,,circle,,Ambiguité Syntaxique,,,,,,,,,
5.3.1.1,,circle,,Amphibologie,,,,,,,,https://fr.wikipedia.org/wiki/Amphibologie,
5.3.1.1.1,,circle,,Ponctuation ambigue,,,,,,,,,
5.3.1.1.2,,circle,,Sophisme de portée modale,,,,,,,,http://www.fallacyfiles.org/modlscop.html,
5.3.1.1.2.1,,circle,,Glissement du quantiticateur,,,,,,,,825d51a5-1b9d-41e2-8289-c52cc761db74,
5.3.1.1.3,,circle,,Accent,,,,,,,,http://rationalwiki.org/wiki/Fallacy_of_accent,
5.3.1.1.3.1,,circle,,Contraste illicite,,,,,,,,http://www.bargain-storage.com/uploads/9/8/7/4/9874916/attacking.faulty.reasoning.a.practical.guide.to.fallacyfree.arguments.pdf#page=141,
5.3.1.2,,circle,,Solécisme,,,,,,,,https://fr.wikipedia.org/wiki/Sol%C3%A9cisme,
5.3.1.3,,circle,,Barbarisme,,,,,,,,https://fr.wikipedia.org/wiki/Barbarisme,
5.3.2,,circle,,Ambiguité sémantique (Équivoque),,,,,,,,https://fr.wikipedia.org/wiki/%C3%89quivoque,
5.3.2.1,,circle,,Expression vague,,,,,,,,http://www.fallacyfiles.org/vaguenes.html,
5.3.2.1.1,,circle,,Fausse précision,,,,,,,,https://en.wikipedia.org/wiki/False_precision,
5.3.2.1.2,,circle,,Pente glissante (sémantique),,,,,,,,http://www.fallacyfiles.org/slipslop.html#Semantic,
5.3.2.1.2.1,,circle,,Argument de la barbe,,,,,,,,https://www.logicallyfallacious.com/tools/lp/Bo/LogicalFallacies/58/Argument-of-the-Beard,
5.3.2.2,,circle,,Changement lexical (Polysémie),,,,,,,,https://en.wikipedia.org/wiki/Onomasiology#Lexical_change,
5.3.2.2.1,,circle,,Mondegreen,,,,,,,,https://en.wikipedia.org/wiki/Mondegreen,
5.3.2.2.2,,circle,,Homonymie,,,,,,,,https://fr.wikisource.org/wiki/L%E2%80%99Art_d%E2%80%99avoir_toujours_raison/Stratag%C3%A8me_II,
5.3.2.2.2.1,,circle,,Hétérosémie,,,,,,,,https://en.wikipedia.org/wiki/Heterosemy,
5.3.2.3,,circle,,Changement sémantique,,,,,,,,https://en.wikipedia.org/wiki/Semantic_change,
