key,carte,shape,image,text_fr,text_en,desc_fr,desc_en,example_fr,example_en,latin,proverbe,link_fr,link_en
2.1.3.4.5,,circle,,Syllepse,,,,,,,,https://fr.wikipedia.org/wiki/Syllepse,
2.1.3.4.6,,circle,,Zeugma,,,,,,,,https://fr.wikipedia.org/wiki/Zeugma_(stylistique),
2.1.3.4.7,,circle,,Allusion,,,,,,,,https://fr.wikipedia.org/wiki/Allusion,
2.1.3.4.8,,circle,,Antilogie,,,,,,,,https://fr.wikipedia.org/wiki/Antilogie_(rh%C3%A9torique),
2.1.3.5,,circle,,Déplacement,,,,,,,,,
2.1.3.5.1,,circle,,Chiasme,,,,,,,,https://fr.wikipedia.org/wiki/Chiasme,
2.1.3.5.2,,circle,,Antiparastase,,,,,,,,https://fr.wikipedia.org/wiki/Antiparastase,
2.1.3.5.3,,circle,,Epanorthose,,,,,,,,https://fr.wikipedia.org/wiki/%C3%89panorthose,
2.1.3.5.4,,circle,,Métalepse,,,,,,,,https://fr.wikipedia.org/wiki/M%C3%A9talepse,
2.1.3.5.5,,circle,,Prolepse,,,,,,,,https://fr.wikipedia.org/wiki/Prolepse,
2.1.3.5.6,,circle,,Périphrase,,,,,,,,https://fr.wikipedia.org/wiki/P%C3%A9riphrase,
2.1.3.5.6.1,,circle,,Circonlocution,,,,,,,,https://fr.wikipedia.org/wiki/Circonlocution,
2.1.3.6,,circle,,Substitution,,,,,,,,,
2.1.3.6.1,,circle,,Métaphore,,,,,,,,https://fr.wikipedia.org/wiki/M%C3%A9taphore,
2.1.3.6.2,,circle,,Astéisme,,,,,,,,https://fr.wikipedia.org/wiki/Ast%C3%A9isme,
2.1.3.6.3,,circle,,Allégorie,,,,,,,,https://fr.wikipedia.org/wiki/All%C3%A9gorie,
2.1.3.6.4,,circle,,Litote,,,,,,,,https://fr.wikipedia.org/wiki/Litote,
2.1.3.6.5,,circle,,Métonymie,,,,,,,,https://fr.wikipedia.org/wiki/M%C3%A9tonymie,
2.1.3.6.5.1,,circle,,Synecdote,,,,,,,,https://fr.wikipedia.org/wiki/Synecdoque,
2.1.3.6.6,,circle,,Question rhétorique,,,,,,,,https://fr.wikipedia.org/wiki/Question_rh%C3%A9torique,
2.1.3.6.7,,circle,,Digression,,,,,,,,https://fr.wikipedia.org/wiki/Digression,
2.1.3.6.7.1,,circle,,Parembole,,,,,,,,https://fr.wikipedia.org/wiki/Parembole,
2.2,,circle,,Appel à l'émotion,,,,,,,,https://www.logicallyfallacious.com/tools/lp/Bo/LogicalFallacies/45/Argument-by-Emotive-Language,
2.2.1,,circle,,Encourager,,,,,,,,,
2.2.1.1,,circle,,Appel à la confiance,,,,,,,,http://rationalwiki.org/wiki/Appeal_to_confidence,
2.2.1.1.1,,circle,,Effet de halo,,,,,,,,https://fr.wikipedia.org/wiki/Effet_de_halo,
2.2.1.2,,circle,,Appel au désir,,,,,,,,http://www.cogsci.rpi.edu/~heuveb/teaching/CriticalThinking/Web/Presentations/EmotionalAppeals.pdf#page=6,
2.2.1.2.1,,circle,,Voeu pieux,,,,,,,,https://en.wikipedia.org/wiki/Wishful_thinking,
2.2.1.2.1.1,,circle,,Il faut le dire vite,,,,,,,,https://fr.wiktionary.org/wiki/il_faut_le_dire_vite,
2.2.1.2.2,,circle,,Généralité chatoyante,,,,,,,,https://en.wikipedia.org/wiki/Glittering_generality,
2.2.1.2.2.1,,circle,,Le Français qui se lève tôt,,,,,,,,https://en.wikipedia.org/wiki/Hardworking_families,
2.2.1.2.2.2,,circle,,Profonditude,,,,,,,,http://rationalwiki.org/wiki/Deepity,
2.2.1.2.3,,circle,,Appel aux masses (ad captandum),,,,,,,,https://en.wikipedia.org/wiki/Argumentum_ad_captandum,
2.2.1.2.3.1,,circle,,Démagogie,,,,,,,,https://fr.wikipedia.org/wiki/D%C3%A9magogie,
2.2.1.2.3.2,,circle,,Du pain et des jeux,,,,,,,,https://fr.wikipedia.org/wiki/Panem_et_circenses,
2.2.1.2.3.3,,circle,,Chrétienté de fast-food,,,,,,,,http://rationalwiki.org/wiki/Fast-food_Christianity,
2.2.1.2.4,,circle,,Servir la soupe,,,,,,,,http://www.linternaute.com/expression/langue-francaise/19094/servir-la-soupe/,
2.2.1.3,,circle,,Appel à la flatterie,,,,,,,,https://en.wikipedia.org/wiki/Appeal_to_flattery,
2.2.1.3.1,,circle,,Captatio benevolentiae,,,,,,,,https://en.wikipedia.org/wiki/Captatio_benevolentiae,
2.2.1.3.2,,circle,,moral high ground fallacy,,,,,,,,https://en.wikipedia.org/wiki/Moral_high_ground#Everyday_use,
2.2.1.3.2.1,,circle,,Appel au snob,,,,,,,,http://www.fallacydetective.com/news/read/snob-appeal,
2.2.1.3.2.1.1,,circle,,Appel à l'exclusivité,,,,,,,,http://www.cogsci.rpi.edu/~heuveb/teaching/CriticalThinking/Web/Presentations/EmotionalAppeals.pdf#page=17,
2.2.1.3.3,,circle,,Appel à la fièrté,,,,,,,,http://rationalwiki.org/wiki/Appeal_to_shame#Appeal_to_pride,
2.2.1.4,,circle,,Appel à la pitié (argument Galilée),,,,,,,,https://fr.wikipedia.org/wiki/Argumentum_ad_misericordiam,
2.2.1.4.1,,circle,,Pensez aux enfants,,,,,,,,https://en.wikipedia.org/wiki/Think_of_the_children,
2.2.2,,circle,,Dissuader,,,,,,,,,
2.2.2.1,,circle,,Argumentum ad odium,,,,,,,,https://fr.wikipedia.org/wiki/Argumentum_ad_odium,
2.2.2.1.1,,circle,,Appel au ridicule,,,,,,,,https://fr.wikipedia.org/wiki/Appel_au_ridicule,
2.2.2.1.1.1,,circle,,Pooh-pooh,,,,,,,,https://en.wikipedia.org/wiki/Pooh-pooh,
2.2.2.1.2,,circle,,Appel à la honte,,,,,,,,http://rationalwiki.org/wiki/Appeal_to_shame,
2.2.2.1.3,,circle,,Appel au dégoût,,,,,,,,http://rationalwiki.org/wiki/Argumentum_ad_fastidium,
2.2.2.2,,circle,,Appel à la colère,,,,,,,,https://www.logicallyfallacious.com/tools/lp/Bo/LogicalFallacies/20/Appeal-to-Anger,
2.2.2.2.1,,circle,,Fâcher l'adversaire,,,,,,,,https://fr.wikisource.org/wiki/L%E2%80%99Art_d%E2%80%99avoir_toujours_raison/Stratag%C3%A8me_VIII,
2.2.2.2.1.1,,circle,,Titiller,,,,,,,,http://www.seekfind.net/Tactic_of_Needling.html,
2.2.2.2.1.2,,circle,,Argument contrariant,,,,,,,,http://www.don-lindsay-archive.org/skeptic/arguments.html#contrarian,
2.2.2.2.1.3,,circle,,Forcer à l'exagération,,,,,,,,https://fr.wikisource.org/wiki/L%E2%80%99Art_d%E2%80%99avoir_toujours_raison/Stratag%C3%A8me_XXIII,
2.2.2.2.2,,circle,,Appel à l'indignation,,,,,,,,http://www.cogsci.rpi.edu/~heuveb/teaching/CriticalThinking/Web/Presentations/EmotionalAppeals.pdf#page=11,
2.2.2.3,,circle,,Appel à la terreur,,,,,,,,https://fr.wikipedia.org/wiki/Appel_%C3%A0_la_terreur,
2.2.2.3.1,,circle,,Fear Uncertainty and Doubt,,,,,,,,https://fr.wikipedia.org/wiki/Fear,_uncertainty_and_doubt,
2.2.2.3.2,,circle,,Panique morale,,,,,,,,https://fr.wikipedia.org/wiki/Panique_morale,
2.2.3,,circle,,Argument par la conséquence,,,,,,,,https://fr.wikipedia.org/wiki/Argumentum_ad_consequentiam,
2.2.3.1,,circle,,Appel à la force,,,,,,,,http://www.don-lindsay-archive.org/skeptic/arguments.html#force,
2.2.3.1.1,,circle,,Argument par la véhémence,,,,,,,,http://www.don-lindsay-archive.org/skeptic/arguments.html#vehemence,
2.2.3.1.2,,circle,,Ad baculum,,,,,,,,https://en.wikipedia.org/wiki/Argumentum_ad_baculum,
2.2.3.2,,circle,,Argument du ton,,,,,,,,http://rationalwiki.org/wiki/Tone_argument,
2.2.3.2.1,,circle,,Appel à la retenue,,,,,,,,69ae735c-f11f-4e68-83cb-f041dddb50a2,
2.2.3.2.1.1,,circle,,Appel à la gravité,,,,,,,,http://rationalwiki.org/wiki/Appeal_to_gravity,
2.2.3.2.1.2,,circle,,Mansplaining,,,,,,,,https://en.wikipedia.org/wiki/Mansplaining,
2.2.3.3,,circle,,Argument par l'intéret personnel,,,,,,,,http://www.bargain-storage.com/uploads/9/8/7/4/9874916/attacking.faulty.reasoning.a.practical.guide.to.fallacyfree.arguments.pdf#page=123,
2.2.3.3.1,,circle,,Appel à la réciprocation,,,,,,,,http://www.cogsci.rpi.edu/~heuveb/teaching/CriticalThinking/Web/Presentations/EmotionalAppeals.pdf#page=15,
2.2.3.3.2,,circle,,Appel à la revanche,,,,,,,,http://www.cogsci.rpi.edu/~heuveb/teaching/CriticalThinking/Web/Presentations/EmotionalAppeals.pdf#page=16,
2.2.3.4,,circle,,Ignorance assumée,,,,,,,,https://www.logicallyfallacious.com/tools/lp/Bo/LogicalFallacies/182/Willed-Ignorance,
2.3,,circle,,Manipulation mentale,,,,,,,,https://fr.wikipedia.org/wiki/Manipulation_mentale,
2.3.1,,circle,,Conditionnement,,,,,,,,http://skepdic.com/conditioning.html,
2.3.1.1,,circle,,Cadrage,,,,,,,,https://fr.wikipedia.org/wiki/Cadrage_(d%C3%A9cision),
2.3.1.1.1,,circle,,Cacher son jeu,,,,,,,,https://fr.wikisource.org/wiki/L%E2%80%99Art_d%E2%80%99avoir_toujours_raison/Stratag%C3%A8me_IV,
2.3.1.1.1.1,,circle,,Prendre avantage de l'antithèse,,,,,,,,https://fr.wikisource.org/wiki/L%E2%80%99Art_d%E2%80%99avoir_toujours_raison/Stratag%C3%A8me_X,
2.3.1.1.1.2,,circle,,Amorcer et changer,,,,,,,,https://www.logicallyfallacious.com/tools/lp/Bo/LogicalFallacies/105/Hypnotic-Bait-and-Switch,
2.3.1.1.1.3,,circle,,Changer l'ordre des questions,,,,,,,,https://fr.wikisource.org/wiki/L%E2%80%99Art_d%E2%80%99avoir_toujours_raison/Stratag%C3%A8me_IX,
2.3.1.1.2,,circle,,Validation subjective,,,,,,,,http://skepdic.com/subjectivevalidation.html,
2.3.1.1.2.1,,circle,,Effet Barnum,,,,,,,,https://fr.wikipedia.org/wiki/Effet_Barnum,
2.3.1.1.2.1.1,,circle,,Lecture à chaud,,,,,,,,http://skepdic.com/warmreading.html,
2.3.1.1.2.1.2,,circle,,Piège de l'arbre des possibles,,,,,,,,https://cortecs.org/materiel/leffet-barnum-forer-ou-validation-subjective/,
2.3.1.1.2.2,,circle,,Lecture à froid,,,,,,,,https://fr.wikipedia.org/wiki/Lecture_%C3%A0_froid,
2.3.1.1.2.2.1,,circle,,La ruse arc-en-ciel,,,,,,,,https://en.wikipedia.org/wiki/Cold_reading#The_rainbow_ruse,
2.3.1.1.2.2.2,,circle,,Tir au petit plomb,,,,,,,,https://fr.wikipedia.org/wiki/Lecture_%C3%A0_froid#Tir_au_petit_plomb,
2.3.1.1.3,,circle,,Distanciation,,,,,,,,https://en.wikipedia.org/wiki/Distancing_language,
2.3.1.1.4,,circle,,Biais de négativité,,,,,,,,http://skepdic.com/negativitybias.html,
2.3.1.1.5,,circle,,Gaslighting,,,,,,,,https://fr.wikipedia.org/wiki/Gaslighting,
2.3.1.1.6,,circle,,Retourner un argument contre l'adversaire,,,,,,,,https://fr.wikisource.org/wiki/L%E2%80%99Art_d%E2%80%99avoir_toujours_raison/Stratag%C3%A8me_XXVI,
2.3.1.1.7,,circle,,Programmation neuro linguistique,,,,,,,,https://en.wikipedia.org/wiki/Methods_of_neuro-linguistic_programming,
2.3.1.1.7.1,,circle,,Ancrage,,,,,,,,https://en.wikipedia.org/wiki/Anchoring,
2.3.1.1.7.2,,circle,,Synchronisation,,,,,,,,https://fr.wikipedia.org/wiki/Programmation_neuro-linguistique#La_synchronisation,
2.3.1.1.7.3,,circle,,Recadrage,,,,,,,,https://fr.wikipedia.org/wiki/Programmation_neuro-linguistique#Le_recadrage,
2.3.1.1.7.4,,circle,,Dissociation,,,,,,,,https://fr.wikipedia.org/wiki/Programmation_neuro-linguistique#La_dissociation,
2.3.1.1.7.5,,circle,,Règlage du futur,,,,,,,,https://en.wikipedia.org/wiki/Methods_of_neuro-linguistic_programming#Future_pacing,
2.3.1.1.7.6,,circle,,Swish,,,,,,,,https://en.wikipedia.org/wiki/Methods_of_neuro-linguistic_programming#Swish,
2.3.1.2,,circle,,Méthode Coué,,,,,,,,https://fr.wikipedia.org/wiki/M%C3%A9thode_Cou%C3%A9,
2.3.1.3,,circle,,Effet Pygmalion,,,,,,,,https://fr.wikipedia.org/wiki/Effet_Pygmalion,
2.3.1.3.1,,circle,,Effet Golem,,,,,,,,https://fr.wikipedia.org/wiki/Effet_Golem,
2.3.1.4,,circle,,Effet Matthieu,,,,,,,,https://fr.wikipedia.org/wiki/Effet_Matthieu,
2.3.1.5,,circle,,Effet Hans le malin,,,,,,,,https://fr.wikipedia.org/wiki/Effet_Hans_le_Malin,
2.3.1.5.1,,circle,,Effet Linda la maline,,,,,,,,http://skepdic.com/cleverlinda.html,
2.3.1.6,,circle,,Effet Placebo,,,,,,,,http://skepdic.com/placebo.html,
2.3.1.6.1,,circle,,Effet Nocebo,,,,,,,,http://skepdic.com/nocebo.html,
2.3.1.7,,circle,,Tromperie perceptive,,,,,,,,http://skepdic.com/refuge/ctlessons/lesson13.html,
2.3.1.7.1,,circle,,Sophisme de dissection,,,,,,,,http://mathworld.wolfram.com/DissectionFallacy.html,
2.3.1.7.1.1,,circle,,Paradoxe du Tangram,,,,,,,,http://mathworld.wolfram.com/TangramParadox.html,
2.3.1.7.1.2,,circle,,Paradoxe de dissection du triangle,,,,,,,,http://mathworld.wolfram.com/TriangleDissectionParadox.html,
2.3.1.8,,circle,,Hypnose,,,,,,,,https://fr.wikipedia.org/wiki/Hypnose,
2.3.2,,circle,,Jeux de pouvoir,,,,,,,,https://en.wikipedia.org/wiki/Power_and_control_in_abusive_relationships,
2.3.2.1,,circle,,Argument par le charme personnel,,,,,,,,https://www.logicallyfallacious.com/tools/lp/Bo/LogicalFallacies/48/Argument-by-Personal-Charm,
2.3.2.1.1,,circle,,Love bombing,,,,,,,,https://fr.wikipedia.org/wiki/Love_bombing,
2.3.2.1.2,,circle,,Flirt,,,,,,,,https://fr.wikipedia.org/wiki/Flirt,
2.3.2.2,,circle,,Obtenir l'obéissance,,,,,,,,https://en.wikipedia.org/wiki/Compliance_gaining,
2.3.2.2.1,,circle,,Troubler,,,,,,,,https://en.wikipedia.org/wiki/Compliance_gaining#Disrupt-then-reframe_.28DTR.29,
2.3.2.2.2,,circle,,Persistence,,,,,,,,https://en.wikipedia.org/wiki/Compliance_gaining#Persistence,
2.3.2.2.2.1,,circle,,Tirer et chasser,,,,,,,,https://en.wikipedia.org/wiki/Compliance_gaining#Dump_and_chase_.28DAC.29,
2.3.2.2.2.2,,circle,,Tanner,,,,,,,,https://en.wikipedia.org/wiki/Nagging,
2.3.2.2.2.3,,circle,,Harceler,,,,,,,,https://fr.wikipedia.org/wiki/Harc%C3%A8lement,
2.3.2.2.3,,circle,,Engagement,,,,,,,,https://fr.wikipedia.org/wiki/Engagement_(psychologie_sociale),
2.3.2.2.3.1,,circle,,Hypocrisie induite,,,,,,,,https://fr.wikipedia.org/wiki/Engagement_(psychologie_sociale)#L.E2.80.99hypocrisie_induite,
2.3.2.2.3.2,,circle,,Pied dans la porte,,,,,,,,https://fr.wikipedia.org/wiki/Pied-dans-la-porte,
2.3.2.2.3.2.1,,circle,,Pied dans la porte implicite,,,,,,,,https://fr.wikipedia.org/wiki/Engagement_(psychologie_sociale)#Approche_implicite,
2.3.2.2.3.2.2,,circle,,Cout irrécupérable,,,,,,,,https://www.logicallyfallacious.com/tools/lp/Bo/LogicalFallacies/173/Sunk-Cost-Fallacy,
2.3.2.2.3.3,,circle,,Porte-au-nez,,,,,,,,https://fr.wikipedia.org/wiki/Porte-au-nez,
2.3.2.2.3.4,,circle,,Pied dans la bouche,,,,,,,,https://fr.wikipedia.org/wiki/Engagement_(psychologie_sociale)#Technique_du_pied-dans-la-bouche,
2.3.2.2.3.5,,circle,,Etiquetage,,,,,,,,https://fr.wikipedia.org/wiki/Engagement_(psychologie_sociale)#Technique_de_l.27.C3.A9tiquetage,
2.3.2.2.3.6,,circle,,Toucher,,,,,,,,https://fr.wikipedia.org/wiki/Engagement_(psychologie_sociale)#Le_toucher,
2.3.2.2.3.7,,circle,,Amorçage,,,,,,,,https://fr.wikipedia.org/wiki/Engagement_(psychologie_sociale)#L.27amor.C3.A7age,
2.3.2.2.3.7.1,,circle,,Leurre,,,,,,,,https://fr.wikipedia.org/wiki/Engagement_(psychologie_sociale)#Le_leurre,
2.3.2.2.3.8,,circle,,Crainte puis soulagement,,,,,,,,https://fr.wikipedia.org/wiki/Engagement_(psychologie_sociale)#Technique_de_la_crainte-puis-soulagement,
2.3.2.2.3.9,,circle,,Mais vous êtes libre,,,,,,,,https://fr.wikipedia.org/wiki/Engagement_(psychologie_sociale)#La_technique_du_mais-vous-.C3.AAtes-libre-de,
2.3.2.2.3.10,,circle,,Un peu c'est mieux que rien,,,,,,,,https://fr.wikipedia.org/wiki/Engagement_(psychologie_sociale)#La_technique_du_un-peu-c.27est-mieux-que-rien,
2.3.2.2.3.11,,circle,,Ce n'est pas tout,,,,,,,,https://fr.wikipedia.org/wiki/Engagement_(psychologie_sociale)#La_technique_du_ce-n.27est-pas-tout,
2.3.2.2.3.12,,circle,,Pied dans la mémoire,,,,,,,,https://fr.wikipedia.org/wiki/Engagement_(psychologie_sociale)#La_technique_du_pied-dans-la-m.C3.A9moire,
2.3.2.2.4,,circle,,Encore un,,,,,,,,https://en.wikipedia.org/wiki/Compliance_gaining#Just-One-More_.28JOM.29,
2.3.2.3,,circle,,Chantage affectif,,,,,,,,https://en.wikipedia.org/wiki/Emotional_blackmail,
2.3.2.4,,circle,,Attitude passive agressive,,,,,,,,https://fr.wikipedia.org/wiki/Comportement_passif-agressif,
2.3.2.5,,circle,,Jeux de l'esprit,,,,,,,,https://en.wikipedia.org/wiki/Mind_games,
2.3.3,,circle,,Influence non verbale,,,,,,,,https://en.wikipedia.org/wiki/Nonverbal_influence,
2.3.3.1,,circle,,Paralangage,,,,,,,,https://fr.wikipedia.org/wiki/Hypnose,
2.3.3.2,,circle,,Chronémique,,,,,,,,https://en.wikipedia.org/wiki/Chronemics,
2.3.3.3,,circle,,Oculésique,,,,,,,,https://en.wikipedia.org/wiki/Oculesics,
2.3.3.3.1,,circle,,Contact visuel,,,,,,,,https://fr.wikipedia.org/wiki/Contact_visuel,
2.3.3.4,,circle,,Expression faciale,,,,,,,,https://fr.wikipedia.org/wiki/Expression_faciale,
2.3.3.4.1,,circle,,Micro-expression,,,,,,,,https://fr.wikipedia.org/wiki/Micro-expression,
2.3.3.5,,circle,,Gestuelle,,,,,,,,https://fr.wikipedia.org/wiki/Geste,
2.3.3.5.1,,circle,,Amical,,,,,,,,,
2.3.3.5.1.1,,circle,,Clin d'œil,,,,,,,,https://fr.wikipedia.org/wiki/Clin_d%27%C5%93il,
2.3.3.5.1.2,,circle,,Baiser,,,,,,,,https://fr.wikipedia.org/wiki/Baiser,
2.3.3.5.1.3,,circle,,Bisou esquimau,,,,,,,,https://fr.wikipedia.org/wiki/Bisou_esquimau,
2.3.3.5.1.4,,circle,,Accolade,,,,,,,,https://fr.wikipedia.org/wiki/Accolade_(homonymie),
2.3.3.5.1.5,,circle,,Fist bump,,,,,,,,https://fr.wikipedia.org/wiki/Fist_bump,
2.3.3.5.1.6,,circle,,Shaka,,,,,,,,https://fr.wikipedia.org/wiki/Shaka_(signe),
2.3.3.5.1.7,,circle,,Croiser l'index et le majeur,,,,,,,,https://fr.wikipedia.org/wiki/Gestuelle_des_doigts_et_des_mains#Croiser_l.27index_et_le_majeur,
2.3.3.5.2,,circle,,Formel,,,,,,,,,
2.3.3.5.2.1,,circle,,Baisemain,,,,,,,,https://fr.wikipedia.org/wiki/Baisemain,
2.3.3.5.2.2,,circle,,Garde-à-vous,,,,,,,,https://fr.wikipedia.org/wiki/Garde-%C3%A0-vous,
2.3.3.5.2.3,,circle,,Génuflexion,,,,,,,,https://fr.wikipedia.org/wiki/G%C3%A9nuflexion,
2.3.3.5.2.4,,circle,,Inclination,,,,,,,,https://fr.wikipedia.org/wiki/Inclination_(geste),
2.3.3.5.2.5,,circle,,Kowtow,,,,,,,,https://fr.wikipedia.org/wiki/Kowtow,
2.3.3.5.2.6,,circle,,Révérence,,,,,,,,https://fr.wikipedia.org/wiki/R%C3%A9v%C3%A9rence_(geste),
2.3.3.5.2.7,,circle,,La main sur le cœur,,,,,,,,https://fr.wikipedia.org/wiki/Gestuelle_des_doigts_et_des_mains#La_main_sur_le_c.C5.93ur,
2.3.3.5.3,,circle,,Salutation,,,,,,,,,
2.3.3.5.3.1,,circle,,Poignée de main,,,,,,,,https://fr.wikipedia.org/wiki/Poign%C3%A9e_de_main,
2.3.3.5.3.2,,circle,,Chapeau,,,,,,,,https://fr.wikipedia.org/wiki/Chapeau#Usage,
2.3.3.5.3.3,,circle,,Salut militaire,,,,,,,,https://fr.wikipedia.org/wiki/Salut_militaire,
2.3.3.5.3.4,,circle,,Salut romain,,,,,,,,https://fr.wikipedia.org/wiki/Salut_romain,
2.3.3.5.3.5,,circle,,Salut scout,,,,,,,,https://fr.wikipedia.org/wiki/Rites_et_coutumes_dans_le_scoutisme#Salut_scout,
2.3.3.5.3.6,,circle,,Salut en budo,,,,,,,,https://fr.wikipedia.org/wiki/Salut_en_budo,
2.3.3.5.3.7,,circle,,Namasté,,,,,,,,https://fr.wikipedia.org/wiki/Namasté,
2.3.3.5.3.8,,circle,,Wai,,,,,,,,https://fr.wikipedia.org/wiki/Wai,
2.3.3.5.3.9,,circle,,Salut vulcain,,,,,,,,https://fr.wikipedia.org/wiki/Salut_vulcain,
2.3.3.5.4,,circle,,Idéologique,,,,,,,,,
2.3.3.5.4.1,,circle,,Signe de croix,,,,,,,,https://fr.wikipedia.org/wiki/Signe_de_croix,
2.3.3.5.4.2,,circle,,Prosternation,,,,,,,,https://fr.wikipedia.org/wiki/Prosternation,
2.3.3.5.4.3,,circle,,Imposition des mains,,,,,,,,https://fr.wikipedia.org/wiki/Imposition_des_mains,
2.3.3.5.4.4,,circle,,Salut à trois doigts,,,,,,,,https://fr.wikipedia.org/wiki/Salut_%C3%A0_trois_doigts,
2.3.3.5.4.5,,circle,,Salut fasciste,,,,,,,,https://fr.wikipedia.org/wiki/Salut_fasciste,
2.3.3.5.4.6,,circle,,Poing levé,,,,,,,,https://fr.wikipedia.org/wiki/Poing_lev%C3%A9,
2.3.3.5.4.7,,circle,,Lever le doigt,,,,,,,,https://fr.wikipedia.org/wiki/Gestuelle_des_doigts_et_des_mains#Lever_le_doigt,
2.3.3.5.4.8,,circle,,Joindre les mains,,,,,,,,https://fr.wikipedia.org/wiki/Gestuelle_des_doigts_et_des_mains#Joindre_les_mains,
2.3.3.5.5,,circle,,Célébration,,,,,,,,,
2.3.3.5.5.1,,circle,,Applaudissement,,,,,,,,https://fr.wikipedia.org/wiki/Applaudissement,
2.3.3.5.5.1.1,,circle,,Clapping,,,,,,,,https://fr.wikipedia.org/wiki/Clapping_(applaudissement),
2.3.3.5.5.2,,circle,,High five,,,,,,,,https://fr.wikipedia.org/wiki/High_five,
2.3.3.5.5.3,,circle,,Pouce levé,,,,,,,,https://fr.wikipedia.org/wiki/Pouce_lev%C3%A9,
2.3.3.5.5.4,,circle,,Standing ovation,,,,,,,,https://fr.wikipedia.org/wiki/Standing_ovation,
2.3.3.5.5.5,,circle,,Signe V,,,,,,,,https://fr.wikipedia.org/wiki/Signe_V,
2.3.3.5.5.6,,circle,,Se frotter les mains,,,,,,,,https://fr.wikipedia.org/wiki/Gestuelle_des_doigts_et_des_mains#Se_frotter_les_mains,
2.3.3.5.5.7,,circle,,Tendre le poing serré vers le ciel,,,,,,,,https://fr.wikipedia.org/wiki/Gestuelle_des_doigts_et_des_mains#Tendre_le_poing_serr.C3.A9_vers_le_ciel,
2.3.3.5.6,,circle,,Hostile,,,,,,,,,
2.3.3.5.6.1,,circle,,Bras d'honneur,,,,,,,,https://fr.wikipedia.org/wiki/Bras_d%27honneur,
2.3.3.5.6.2,,circle,,Doigt d'honneur,,,,,,,,https://fr.wikipedia.org/wiki/Doigt_d%27honneur,
2.3.3.5.6.3,,circle,,Pied de nez,,,,,,,,https://fr.wikipedia.org/wiki/Pied_de_nez,
2.3.3.5.6.4,,circle,,Signe des cornes,,,,,,,,https://fr.wikipedia.org/wiki/Signe_des_cornes,
2.3.3.5.6.5,,circle,,Claquer des doigts,,,,,,,,https://fr.wikipedia.org/wiki/Gestuelle_des_doigts_et_des_mains#Claquer_des_doigts,
2.3.3.5.6.6,,circle,,Tourner ou frapper son index contre sa tempe,,,,,,,,https://fr.wikipedia.org/wiki/Gestuelle_des_doigts_et_des_mains#Tourner_ou_frapper_son_index_contre_sa_tempe,
2.3.3.5.6.7,,circle,,Oreilles d'âne,,,,,,,,https://fr.wikipedia.org/wiki/Gestuelle_des_doigts_et_des_mains#Oreilles_d.27.C3.A2ne,
2.3.3.5.6.8,,circle,,Pouce baissé,,,,,,,,https://fr.wikipedia.org/wiki/Gestuelle_des_doigts_et_des_mains#Pouce,
2.3.3.5.7,,circle,,Désarroi,,,,,,,,,
2.3.3.5.7.1,,circle,,Facepalm,,,,,,,,https://fr.wikipedia.org/wiki/Facepalm,
2.3.3.5.7.2,,circle,,Se tourner les pouces,,,,,,,,https://fr.wikipedia.org/wiki/Gestuelle_des_doigts_et_des_mains#Pouce,
2.3.3.5.7.3,,circle,,Serrer les poings,,,,,,,,https://fr.wikipedia.org/wiki/Gestuelle_des_doigts_et_des_mains#Serrer_les_poings,
2.3.3.5.7.4,,circle,,Mains portées au visage,,,,,,,,https://fr.wikipedia.org/wiki/Gestuelle_des_doigts_et_des_mains#Mains_port.C3.A9es_au_visage,
2.3.3.5.7.5,,circle,,Être encombré par ses mains,,,,,,,,https://fr.wikipedia.org/wiki/Gestuelle_des_doigts_et_des_mains#.C3.8Atre_encombr.C3.A9_par_ses_mains,
2.3.3.6,,circle,,Apparence physique,,,,,,,,https://en.wikipedia.org/wiki/Human_physical_appearance,
2.3.3.6.1,,circle,,Artéfact,,,,,,,,https://en.wikipedia.org/wiki/Cultural_artifact,
2.3.3.6.2,,circle,,Habillement,,,,,,,,https://en.wikipedia.org/wiki/Nonverbal_communication#Clothing,
2.3.3.7,,circle,,Proxémie,,,,,,,,https://fr.wikipedia.org/wiki/Prox%C3%A9mie,
2.3.3.8,,circle,,Posture,,,,,,,,https://en.wikipedia.org/wiki/Posture_(psychology),
2.3.3.8.1,,circle,,Akimbo,,,,,,,,https://en.wikipedia.org/wiki/Akimbo,
2.3.3.8.2,,circle,,Bras croisés,,,,,,,,http://changingminds.org/techniques/body/parts_body_language/arm_body_language.htm#cro,
2.3.3.9,,circle,,Haptique,,,,,,,,https://en.wikipedia.org/wiki/Haptic_communication,
3,,square,,Erreur mathématique,,,,,,,,,
3.1,,circle,,Généralisation abusive,,,,,,,,https://en.wikipedia.org/wiki/Faulty_generalization,
3.1.1,,circle,,Echantillon biaisé,,,,,,,,https://fr.wikipedia.org/wiki/%C3%89chantillon_biais%C3%A9,
3.1.1.1,,circle,,Echantillon non représentatif,,,,,,,,http://www.fallacyfiles.org/biassamp.html,
3.1.1.1.1,,circle,,Généralisation hâtive,,,,,,,,https://en.wikipedia.org/wiki/Hasty_generalization,
3.1.1.1.1.1,,circle,,Argument par les petits nombres,,,,,,,,http://www.don-lindsay-archive.org/skeptic/arguments.html#numbers,
3.1.1.1.1.2,,circle,,Conclusion hâtive,,,,,,,,,
